implementation,byte_value,time_ns,sample_id
Vulnerable (Naive),220,23551.6,0
Safe (PyCryptodome),220,2539.6,0
Vulnerable (Naive),220,31752.4,1
Safe (PyCryptodome),220,2522.4,1
Vulnerable (Naive),220,32603.8,2
Safe (PyCryptodome),220,2820.2,2
Vulnerable (Naive),220,27651.6,3
Safe (PyCryptodome),220,2441.4,3
Vulnerable (Naive),220,61297.4,4
Safe (PyCryptodome),220,2986.4,4
Vulnerable (Naive),220,32519.4,5
Safe (PyCryptodome),220,3654.0,5
Vulnerable (Naive),220,29276.4,6
Safe (PyCryptodome),220,2493.8,6
Vulnerable (Naive),220,43816.8,7
Safe (PyCryptodome),220,5181.6,7
Vulnerable (Naive),220,64671.8,8
Safe (PyCryptodome),220,3923.6,8
Vulnerable (Naive),220,55857.8,9
Safe (PyCryptodome),220,4010.8,9
Vulnerable (Naive),220,41187.6,10
Safe (PyCryptodome),220,3045.0,10
Vulnerable (Naive),220,25137.0,11
Safe (PyCryptodome),220,2759.8,11
Vulnerable (Naive),220,34046.0,12
Safe (PyCryptodome),220,2190.4,12
Vulnerable (Naive),220,46713.6,13
Safe (PyCryptodome),220,3425.6,13
Vulnerable (Naive),220,38093.4,14
Safe (PyCryptodome),220,6067.2,14
Vulnerable (Naive),220,60745.2,15
Safe (PyCryptodome),220,3423.8,15
Vulnerable (Naive),220,32797.8,16
Safe (PyCryptodome),220,3275.2,16
Vulnerable (Naive),220,28222.0,17
Safe (PyCryptodome),220,6143.0,17
Vulnerable (Naive),220,38733.6,18
Safe (PyCryptodome),220,3941.6,18
Vulnerable (Naive),220,37277.8,19
Safe (PyCryptodome),220,2811.0,19
Vulnerable (Naive),220,19938.8,20
Safe (PyCryptodome),220,2984.6,20
Vulnerable (Naive),220,42026.0,21
Safe (PyCryptodome),220,2975.6,21
Vulnerable (Naive),220,37319.2,22
Safe (PyCryptodome),220,9994.0,22
Vulnerable (Naive),220,48266.4,23
Safe (PyCryptodome),220,6409.0,23
Vulnerable (Naive),220,52479.4,24
Safe (PyCryptodome),220,2941.8,24
Vulnerable (Naive),220,58025.4,25
Safe (PyCryptodome),220,2799.6,25
Vulnerable (Naive),220,76663.8,26
Safe (PyCryptodome),220,5158.4,26
Vulnerable (Naive),220,52519.6,27
Safe (PyCryptodome),220,3487.8,27
Vulnerable (Naive),220,18923.4,28
Safe (PyCryptodome),220,2861.2,28
Vulnerable (Naive),220,32067.6,29
Safe (PyCryptodome),220,2960.0,29
Vulnerable (Naive),220,71265.0,30
Safe (PyCryptodome),220,5552.4,30
Vulnerable (Naive),220,38934.8,31
Safe (PyCryptodome),220,2537.4,31
Vulnerable (Naive),220,46874.2,32
Safe (PyCryptodome),220,3188.8,32
Vulnerable (Naive),220,42003.4,33
Safe (PyCryptodome),220,2314.8,33
Vulnerable (Naive),220,74551.2,34
Safe (PyCryptodome),220,3821.0,34
Vulnerable (Naive),220,39689.4,35
Safe (PyCryptodome),220,2540.2,35
Vulnerable (Naive),220,25759.4,36
Safe (PyCryptodome),220,2524.4,36
Vulnerable (Naive),220,32911.0,37
Safe (PyCryptodome),220,2597.4,37
Vulnerable (Naive),220,36933.0,38
Safe (PyCryptodome),220,4444.8,38
Vulnerable (Naive),220,41953.2,39
Safe (PyCryptodome),220,3337.8,39
Vulnerable (Naive),220,34803.0,40
Safe (PyCryptodome),220,3915.0,40
Vulnerable (Naive),220,34789.6,41
Safe (PyCryptodome),220,2347.2,41
Vulnerable (Naive),220,40341.0,42
Safe (PyCryptodome),220,3386.2,42
Vulnerable (Naive),220,49835.6,43
Safe (PyCryptodome),220,7037.2,43
Vulnerable (Naive),220,51437.8,44
Safe (PyCryptodome),220,4094.6,44
Vulnerable (Naive),220,57226.8,45
Safe (PyCryptodome),220,5455.6,45
Vulnerable (Naive),220,37851.0,46
Safe (PyCryptodome),220,12577.2,46
Vulnerable (Naive),220,58415.8,47
Safe (PyCryptodome),220,2898.6,47
Vulnerable (Naive),220,37932.8,48
Safe (PyCryptodome),220,3696.4,48
Vulnerable (Naive),220,34174.4,49
Safe (PyCryptodome),220,3465.2,49
Vulnerable (Naive),221,49480.2,0
Safe (PyCryptodome),221,3506.2,0
Vulnerable (Naive),221,40672.6,1
Safe (PyCryptodome),221,3502.4,1
Vulnerable (Naive),221,51895.2,2
Safe (PyCryptodome),221,3431.4,2
Vulnerable (Naive),221,20308.8,3
Safe (PyCryptodome),221,2536.4,3
Vulnerable (Naive),221,20851.6,4
Safe (PyCryptodome),221,2538.0,4
Vulnerable (Naive),221,36163.0,5
Safe (PyCryptodome),221,3788.4,5
Vulnerable (Naive),221,59136.4,6
Safe (PyCryptodome),221,5959.4,6
Vulnerable (Naive),221,31226.0,7
Safe (PyCryptodome),221,2600.4,7
Vulnerable (Naive),221,63343.6,8
Safe (PyCryptodome),221,3029.8,8
Vulnerable (Naive),221,46156.4,9
Safe (PyCryptodome),221,2514.2,9
Vulnerable (Naive),221,34666.4,10
Safe (PyCryptodome),221,6851.6,10
Vulnerable (Naive),221,46825.8,11
Safe (PyCryptodome),221,3615.0,11
Vulnerable (Naive),221,48488.2,12
Safe (PyCryptodome),221,3161.4,12
Vulnerable (Naive),221,39091.6,13
Safe (PyCryptodome),221,3442.6,13
Vulnerable (Naive),221,27513.4,14
Safe (PyCryptodome),221,2584.0,14
Vulnerable (Naive),221,35441.4,15
Safe (PyCryptodome),221,3395.0,15
Vulnerable (Naive),221,34742.6,16
Safe (PyCryptodome),221,4368.6,16
Vulnerable (Naive),221,39411.8,17
Safe (PyCryptodome),221,4093.4,17
Vulnerable (Naive),221,35655.2,18
Safe (PyCryptodome),221,3013.6,18
Vulnerable (Naive),221,35018.6,19
Safe (PyCryptodome),221,2947.4,19
Vulnerable (Naive),221,31727.6,20
Safe (PyCryptodome),221,3508.2,20
Vulnerable (Naive),221,37606.6,21
Safe (PyCryptodome),221,6222.4,21
Vulnerable (Naive),221,31165.8,22
Safe (PyCryptodome),221,2680.4,22
Vulnerable (Naive),221,35830.0,23
Safe (PyCryptodome),221,2322.0,23
Vulnerable (Naive),221,26113.4,24
Safe (PyCryptodome),221,4027.0,24
Vulnerable (Naive),221,59300.0,25
Safe (PyCryptodome),221,4593.0,25
Vulnerable (Naive),221,46495.0,26
Safe (PyCryptodome),221,3825.6,26
Vulnerable (Naive),221,37390.8,27
Safe (PyCryptodome),221,3538.6,27
Vulnerable (Naive),221,46700.2,28
Safe (PyCryptodome),221,2751.0,28
Vulnerable (Naive),221,48006.2,29
Safe (PyCryptodome),221,2531.8,29
Vulnerable (Naive),221,60538.4,30
Safe (PyCryptodome),221,5799.6,30
Vulnerable (Naive),221,39130.6,31
Safe (PyCryptodome),221,4543.4,31
Vulnerable (Naive),221,55475.0,32
Safe (PyCryptodome),221,5030.4,32
Vulnerable (Naive),221,48966.0,33
Safe (PyCryptodome),221,2485.4,33
Vulnerable (Naive),221,35897.6,34
Safe (PyCryptodome),221,2706.0,34
Vulnerable (Naive),221,28611.6,35
Safe (PyCryptodome),221,2506.2,35
Vulnerable (Naive),221,51629.8,36
Safe (PyCryptodome),221,3252.8,36
Vulnerable (Naive),221,31296.8,37
Safe (PyCryptodome),221,3294.0,37
Vulnerable (Naive),221,34123.4,38
Safe (PyCryptodome),221,12146.0,38
Vulnerable (Naive),221,38504.2,39
Safe (PyCryptodome),221,4685.2,39
Vulnerable (Naive),221,26851.6,40
Safe (PyCryptodome),221,5526.6,40
Vulnerable (Naive),221,48511.0,41
Safe (PyCryptodome),221,3616.8,41
Vulnerable (Naive),221,56488.2,42
Safe (PyCryptodome),221,6813.8,42
Vulnerable (Naive),221,59377.4,43
Safe (PyCryptodome),221,2483.0,43
Vulnerable (Naive),221,32451.4,44
Safe (PyCryptodome),221,2884.6,44
Vulnerable (Naive),221,36134.8,45
Safe (PyCryptodome),221,2249.4,45
Vulnerable (Naive),221,31368.0,46
Safe (PyCryptodome),221,3532.4,46
Vulnerable (Naive),221,44043.8,47
Safe (PyCryptodome),221,3432.6,47
Vulnerable (Naive),221,51700.8,48
Safe (PyCryptodome),221,2926.2,48
Vulnerable (Naive),221,68154.4,49
Safe (PyCryptodome),221,8257.2,49
Vulnerable (Naive),222,35294.8,0
Safe (PyCryptodome),222,3482.4,0
Vulnerable (Naive),222,60969.6,1
Safe (PyCryptodome),222,3206.8,1
Vulnerable (Naive),222,58758.6,2
Safe (PyCryptodome),222,3750.4,2
Vulnerable (Naive),222,35051.6,3
Safe (PyCryptodome),222,2841.4,3
Vulnerable (Naive),222,46365.6,4
Safe (PyCryptodome),222,4838.4,4
Vulnerable (Naive),222,63395.0,5
Safe (PyCryptodome),222,7376.0,5
Vulnerable (Naive),222,41807.2,6
Safe (PyCryptodome),222,16870.0,6
Vulnerable (Naive),222,50559.4,7
Safe (PyCryptodome),222,2279.0,7
Vulnerable (Naive),222,49520.2,8
Safe (PyCryptodome),222,4214.0,8
Vulnerable (Naive),222,37088.4,9
Safe (PyCryptodome),222,6615.2,9
Vulnerable (Naive),222,33155.2,10
Safe (PyCryptodome),222,3850.8,10
Vulnerable (Naive),222,44495.0,11
Safe (PyCryptodome),222,4502.4,11
Vulnerable (Naive),222,51537.6,12
Safe (PyCryptodome),222,2315.8,12
Vulnerable (Naive),222,42402.6,13
Safe (PyCryptodome),222,2634.0,13
Vulnerable (Naive),222,51335.4,14
Safe (PyCryptodome),222,2602.0,14
Vulnerable (Naive),222,33360.6,15
Safe (PyCryptodome),222,2650.6,15
Vulnerable (Naive),222,25027.0,16
Safe (PyCryptodome),222,2527.4,16
Vulnerable (Naive),222,51189.8,17
Safe (PyCryptodome),222,8506.6,17
Vulnerable (Naive),222,39967.4,18
Safe (PyCryptodome),222,3174.4,18
Vulnerable (Naive),222,36350.2,19
Safe (PyCryptodome),222,2298.8,19
Vulnerable (Naive),222,54295.8,20
Safe (PyCryptodome),222,2690.2,20
Vulnerable (Naive),222,34003.8,21
Safe (PyCryptodome),222,2557.8,21
Vulnerable (Naive),222,62024.2,22
Safe (PyCryptodome),222,2671.8,22
Vulnerable (Naive),222,36652.8,23
Safe (PyCryptodome),222,5251.2,23
Vulnerable (Naive),222,62656.0,24
Safe (PyCryptodome),222,4782.6,24
Vulnerable (Naive),222,28420.4,25
Safe (PyCryptodome),222,2150.8,25
Vulnerable (Naive),222,75563.6,26
Safe (PyCryptodome),222,6494.4,26
Vulnerable (Naive),222,55003.6,27
Safe (PyCryptodome),222,6120.4,27
Vulnerable (Naive),222,41977.8,28
Safe (PyCryptodome),222,6519.8,28
Vulnerable (Naive),222,39223.8,29
Safe (PyCryptodome),222,3233.2,29
Vulnerable (Naive),222,49557.0,30
Safe (PyCryptodome),222,7683.4,30
Vulnerable (Naive),222,61758.2,31
Safe (PyCryptodome),222,3064.6,31
Vulnerable (Naive),222,67672.8,32
Safe (PyCryptodome),222,2775.0,32
Vulnerable (Naive),222,30697.2,33
Safe (PyCryptodome),222,2353.8,33
Vulnerable (Naive),222,40693.4,34
Safe (PyCryptodome),222,2565.0,34
Vulnerable (Naive),222,31421.0,35
Safe (PyCryptodome),222,3405.0,35
Vulnerable (Naive),222,45497.6,36
Safe (PyCryptodome),222,2620.6,36
Vulnerable (Naive),222,35635.4,37
Safe (PyCryptodome),222,2520.6,37
Vulnerable (Naive),222,36217.8,38
Safe (PyCryptodome),222,3572.2,38
Vulnerable (Naive),222,43748.0,39
Safe (PyCryptodome),222,5608.0,39
Vulnerable (Naive),222,48330.6,40
Safe (PyCryptodome),222,2505.2,40
Vulnerable (Naive),222,43153.0,41
Safe (PyCryptodome),222,5691.0,41
Vulnerable (Naive),222,47937.6,42
Safe (PyCryptodome),222,2495.0,42
Vulnerable (Naive),222,44250.8,43
Safe (PyCryptodome),222,5888.4,43
Vulnerable (Naive),222,63652.2,44
Safe (PyCryptodome),222,3539.4,44
Vulnerable (Naive),222,40167.0,45
Safe (PyCryptodome),222,3292.8,45
Vulnerable (Naive),222,66225.4,46
Safe (PyCryptodome),222,6778.0,46
Vulnerable (Naive),222,52916.6,47
Safe (PyCryptodome),222,3634.0,47
Vulnerable (Naive),222,61931.8,48
Safe (PyCryptodome),222,3738.2,48
Vulnerable (Naive),222,49509.2,49
Safe (PyCryptodome),222,2689.6,49
Vulnerable (Naive),223,40889.2,0
Safe (PyCryptodome),223,6613.2,0
Vulnerable (Naive),223,39999.0,1
Safe (PyCryptodome),223,11482.2,1
Vulnerable (Naive),223,30020.8,2
Safe (PyCryptodome),223,2264.0,2
Vulnerable (Naive),223,37327.2,3
Safe (PyCryptodome),223,2904.4,3
Vulnerable (Naive),223,46233.0,4
Safe (PyCryptodome),223,5800.6,4
Vulnerable (Naive),223,41642.0,5
Safe (PyCryptodome),223,6429.4,5
Vulnerable (Naive),223,65245.4,6
Safe (PyCryptodome),223,2150.0,6
Vulnerable (Naive),223,44461.8,7
Safe (PyCryptodome),223,6502.8,7
Vulnerable (Naive),223,49322.0,8
Safe (PyCryptodome),223,2422.2,8
Vulnerable (Naive),223,78133.0,9
Safe (PyCryptodome),223,6851.2,9
Vulnerable (Naive),223,40460.0,10
Safe (PyCryptodome),223,2606.2,10
Vulnerable (Naive),223,54897.6,11
Safe (PyCryptodome),223,4136.8,11
Vulnerable (Naive),223,25777.6,12
Safe (PyCryptodome),223,4389.6,12
Vulnerable (Naive),223,37804.6,13
Safe (PyCryptodome),223,3557.2,13
Vulnerable (Naive),223,32254.0,14
Safe (PyCryptodome),223,4426.6,14
Vulnerable (Naive),223,21921.6,15
Safe (PyCryptodome),223,2546.2,15
Vulnerable (Naive),223,38832.2,16
Safe (PyCryptodome),223,4697.0,16
Vulnerable (Naive),223,75301.6,17
Safe (PyCryptodome),223,3315.2,17
Vulnerable (Naive),223,39090.8,18
Safe (PyCryptodome),223,3772.2,18
Vulnerable (Naive),223,57676.8,19
Safe (PyCryptodome),223,2897.8,19
Vulnerable (Naive),223,53072.4,20
Safe (PyCryptodome),223,3116.2,20
Vulnerable (Naive),223,45755.0,21
Safe (PyCryptodome),223,2414.4,21
Vulnerable (Naive),223,19721.4,22
Safe (PyCryptodome),223,2580.8,22
Vulnerable (Naive),223,51779.8,23
Safe (PyCryptodome),223,2655.0,23
Vulnerable (Naive),223,37341.4,24
Safe (PyCryptodome),223,2728.2,24
Vulnerable (Naive),223,72885.4,25
Safe (PyCryptodome),223,3362.8,25
Vulnerable (Naive),223,45230.8,26
Safe (PyCryptodome),223,4336.4,26
Vulnerable (Naive),223,34449.6,27
Safe (PyCryptodome),223,2604.0,27
Vulnerable (Naive),223,25245.2,28
Safe (PyCryptodome),223,3643.0,28
Vulnerable (Naive),223,30443.8,29
Safe (PyCryptodome),223,2679.6,29
Vulnerable (Naive),223,30952.2,30
Safe (PyCryptodome),223,2655.8,30
Vulnerable (Naive),223,20996.8,31
Safe (PyCryptodome),223,3903.6,31
Vulnerable (Naive),223,62652.8,32
Safe (PyCryptodome),223,5576.8,32
Vulnerable (Naive),223,45691.6,33
Safe (PyCryptodome),223,3938.8,33
Vulnerable (Naive),223,56614.2,34
Safe (PyCryptodome),223,2649.2,34
Vulnerable (Naive),223,33494.8,35
Safe (PyCryptodome),223,2809.6,35
Vulnerable (Naive),223,29551.0,36
Safe (PyCryptodome),223,2597.8,36
Vulnerable (Naive),223,25986.2,37
Safe (PyCryptodome),223,2562.6,37
Vulnerable (Naive),223,42699.0,38
Safe (PyCryptodome),223,3918.0,38
Vulnerable (Naive),223,39310.4,39
Safe (PyCryptodome),223,3638.2,39
Vulnerable (Naive),223,39793.0,40
Safe (PyCryptodome),223,2342.8,40
Vulnerable (Naive),223,72599.0,41
Safe (PyCryptodome),223,3180.4,41
Vulnerable (Naive),223,55148.0,42
Safe (PyCryptodome),223,3625.2,42
Vulnerable (Naive),223,42001.4,43
Safe (PyCryptodome),223,4150.8,43
Vulnerable (Naive),223,35766.6,44
Safe (PyCryptodome),223,2389.6,44
Vulnerable (Naive),223,31020.8,45
Safe (PyCryptodome),223,4523.6,45
Vulnerable (Naive),223,26842.4,46
Safe (PyCryptodome),223,3571.0,46
Vulnerable (Naive),223,34357.4,47
Safe (PyCryptodome),223,2613.2,47
Vulnerable (Naive),223,21675.6,48
Safe (PyCryptodome),223,2640.4,48
Vulnerable (Naive),223,40269.0,49
Safe (PyCryptodome),223,4908.4,49
Vulnerable (Naive),224,44399.2,0
Safe (PyCryptodome),224,3209.0,0
Vulnerable (Naive),224,61420.4,1
Safe (PyCryptodome),224,3912.4,1
Vulnerable (Naive),224,23763.8,2
Safe (PyCryptodome),224,3145.8,2
Vulnerable (Naive),224,68719.2,3
Safe (PyCryptodome),224,4754.6,3
Vulnerable (Naive),224,17423.8,4
Safe (PyCryptodome),224,4947.8,4
Vulnerable (Naive),224,50549.4,5
Safe (PyCryptodome),224,3716.8,5
Vulnerable (Naive),224,51137.6,6
Safe (PyCryptodome),224,2336.8,6
Vulnerable (Naive),224,54631.6,7
Safe (PyCryptodome),224,4557.0,7
Vulnerable (Naive),224,33663.0,8
Safe (PyCryptodome),224,2564.0,8
Vulnerable (Naive),224,49966.4,9
Safe (PyCryptodome),224,2948.8,9
Vulnerable (Naive),224,36740.8,10
Safe (PyCryptodome),224,2755.4,10
Vulnerable (Naive),224,34608.6,11
Safe (PyCryptodome),224,3807.4,11
Vulnerable (Naive),224,27902.8,12
Safe (PyCryptodome),224,3858.2,12
Vulnerable (Naive),224,20273.6,13
Safe (PyCryptodome),224,2742.8,13
Vulnerable (Naive),224,24880.6,14
Safe (PyCryptodome),224,3179.2,14
Vulnerable (Naive),224,47953.2,15
Safe (PyCryptodome),224,3772.0,15
Vulnerable (Naive),224,36412.4,16
Safe (PyCryptodome),224,3698.6,16
Vulnerable (Naive),224,42159.4,17
Safe (PyCryptodome),224,4024.2,17
Vulnerable (Naive),224,50528.2,18
Safe (PyCryptodome),224,3709.8,18
Vulnerable (Naive),224,36484.0,19
Safe (PyCryptodome),224,5814.4,19
Vulnerable (Naive),224,46604.0,20
Safe (PyCryptodome),224,6320.0,20
Vulnerable (Naive),224,77344.0,21
Safe (PyCryptodome),224,5323.4,21
Vulnerable (Naive),224,66367.4,22
Safe (PyCryptodome),224,7229.2,22
Vulnerable (Naive),224,36175.4,23
Safe (PyCryptodome),224,4435.2,23
Vulnerable (Naive),224,39933.4,24
Safe (PyCryptodome),224,4419.0,24
Vulnerable (Naive),224,36425.6,25
Safe (PyCryptodome),224,4393.2,25
Vulnerable (Naive),224,44336.8,26
Safe (PyCryptodome),224,2500.8,26
Vulnerable (Naive),224,40708.0,27
Safe (PyCryptodome),224,2536.0,27
Vulnerable (Naive),224,38606.0,28
Safe (PyCryptodome),224,3216.8,28
Vulnerable (Naive),224,32230.6,29
Safe (PyCryptodome),224,2136.0,29
Vulnerable (Naive),224,37064.8,30
Safe (PyCryptodome),224,4128.8,30
Vulnerable (Naive),224,30339.8,31
Safe (PyCryptodome),224,3226.6,31
Vulnerable (Naive),224,20070.2,32
Safe (PyCryptodome),224,2138.8,32
Vulnerable (Naive),224,23463.2,33
Safe (PyCryptodome),224,2146.2,33
Vulnerable (Naive),224,25561.6,34
Safe (PyCryptodome),224,3366.0,34
Vulnerable (Naive),224,31853.8,35
Safe (PyCryptodome),224,2822.2,35
Vulnerable (Naive),224,51813.4,36
Safe (PyCryptodome),224,12771.6,36
Vulnerable (Naive),224,37846.8,37
Safe (PyCryptodome),224,2242.6,37
Vulnerable (Naive),224,32817.0,38
Safe (PyCryptodome),224,2763.4,38
Vulnerable (Naive),224,43895.6,39
Safe (PyCryptodome),224,5024.6,39
Vulnerable (Naive),224,41408.8,40
Safe (PyCryptodome),224,2726.4,40
Vulnerable (Naive),224,31905.6,41
Safe (PyCryptodome),224,2248.0,41
Vulnerable (Naive),224,32679.0,42
Safe (PyCryptodome),224,9903.0,42
Vulnerable (Naive),224,48100.8,43
Safe (PyCryptodome),224,4480.4,43
Vulnerable (Naive),224,28870.4,44
Safe (PyCryptodome),224,2713.2,44
Vulnerable (Naive),224,31316.8,45
Safe (PyCryptodome),224,2459.6,45
Vulnerable (Naive),224,44214.6,46
Safe (PyCryptodome),224,2734.8,46
Vulnerable (Naive),224,46243.4,47
Safe (PyCryptodome),224,6094.4,47
Vulnerable (Naive),224,35014.4,48
Safe (PyCryptodome),224,6432.0,48
Vulnerable (Naive),224,80261.2,49
Safe (PyCryptodome),224,3009.6,49
Vulnerable (Naive),225,35844.2,0
Safe (PyCryptodome),225,3898.8,0
Vulnerable (Naive),225,33171.6,1
Safe (PyCryptodome),225,5539.0,1
Vulnerable (Naive),225,54730.2,2
Safe (PyCryptodome),225,2524.6,2
Vulnerable (Naive),225,33803.0,3
Safe (PyCryptodome),225,2501.8,3
Vulnerable (Naive),225,36450.4,4
Safe (PyCryptodome),225,4345.0,4
Vulnerable (Naive),225,65185.8,5
Safe (PyCryptodome),225,2352.6,5
Vulnerable (Naive),225,27150.2,6
Safe (PyCryptodome),225,2791.0,6
Vulnerable (Naive),225,45141.8,7
Safe (PyCryptodome),225,3303.6,7
Vulnerable (Naive),225,40962.4,8
Safe (PyCryptodome),225,2465.8,8
Vulnerable (Naive),225,29967.0,9
Safe (PyCryptodome),225,3150.8,9
Vulnerable (Naive),225,27126.0,10
Safe (PyCryptodome),225,2893.6,10
Vulnerable (Naive),225,19020.6,11
Safe (PyCryptodome),225,3194.2,11
Vulnerable (Naive),225,32166.2,12
Safe (PyCryptodome),225,3290.2,12
Vulnerable (Naive),225,43743.2,13
Safe (PyCryptodome),225,3077.4,13
Vulnerable (Naive),225,36768.8,14
Safe (PyCryptodome),225,2310.0,14
Vulnerable (Naive),225,46799.6,15
Safe (PyCryptodome),225,10268.4,15
Vulnerable (Naive),225,41863.8,16
Safe (PyCryptodome),225,3581.4,16
Vulnerable (Naive),225,62522.6,17
Safe (PyCryptodome),225,3492.2,17
Vulnerable (Naive),225,47284.6,18
Safe (PyCryptodome),225,4149.6,18
Vulnerable (Naive),225,60312.4,19
Safe (PyCryptodome),225,3200.6,19
Vulnerable (Naive),225,49915.4,20
Safe (PyCryptodome),225,2815.4,20
Vulnerable (Naive),225,40046.8,21
Safe (PyCryptodome),225,7732.8,21
Vulnerable (Naive),225,52828.0,22
Safe (PyCryptodome),225,3438.4,22
Vulnerable (Naive),225,55951.2,23
Safe (PyCryptodome),225,5854.0,23
Vulnerable (Naive),225,62219.0,24
Safe (PyCryptodome),225,3378.8,24
Vulnerable (Naive),225,35285.0,25
Safe (PyCryptodome),225,2574.4,25
Vulnerable (Naive),225,39543.0,26
Safe (PyCryptodome),225,4775.0,26
Vulnerable (Naive),225,69568.6,27
Safe (PyCryptodome),225,3432.0,27
Vulnerable (Naive),225,37688.0,28
Safe (PyCryptodome),225,2771.8,28
Vulnerable (Naive),225,37907.2,29
Safe (PyCryptodome),225,3908.0,29
Vulnerable (Naive),225,33786.4,30
Safe (PyCryptodome),225,2848.8,30
Vulnerable (Naive),225,31898.2,31
Safe (PyCryptodome),225,2567.0,31
Vulnerable (Naive),225,35461.8,32
Safe (PyCryptodome),225,2847.8,32
Vulnerable (Naive),225,30905.8,33
Safe (PyCryptodome),225,2744.6,33
Vulnerable (Naive),225,17135.4,34
Safe (PyCryptodome),225,2252.2,34
Vulnerable (Naive),225,33281.2,35
Safe (PyCryptodome),225,2661.0,35
Vulnerable (Naive),225,26266.2,36
Safe (PyCryptodome),225,3241.8,36
Vulnerable (Naive),225,47542.8,37
Safe (PyCryptodome),225,3369.8,37
Vulnerable (Naive),225,38923.2,38
Safe (PyCryptodome),225,2374.2,38
Vulnerable (Naive),225,35859.6,39
Safe (PyCryptodome),225,5310.0,39
Vulnerable (Naive),225,33932.4,40
Safe (PyCryptodome),225,2866.4,40
Vulnerable (Naive),225,29343.4,41
Safe (PyCryptodome),225,2613.8,41
Vulnerable (Naive),225,26546.2,42
Safe (PyCryptodome),225,2507.6,42
Vulnerable (Naive),225,59791.8,43
Safe (PyCryptodome),225,2668.0,43
Vulnerable (Naive),225,36228.8,44
Safe (PyCryptodome),225,2266.2,44
Vulnerable (Naive),225,42859.2,45
Safe (PyCryptodome),225,3940.2,45
Vulnerable (Naive),225,33388.0,46
Safe (PyCryptodome),225,3243.0,46
Vulnerable (Naive),225,45879.2,47
Safe (PyCryptodome),225,3328.6,47
Vulnerable (Naive),225,36061.8,48
Safe (PyCryptodome),225,2440.8,48
Vulnerable (Naive),225,19948.0,49
Safe (PyCryptodome),225,2519.0,49
Vulnerable (Naive),226,56235.4,0
Safe (PyCryptodome),226,4339.0,0
Vulnerable (Naive),226,30691.8,1
Safe (PyCryptodome),226,2850.8,1
Vulnerable (Naive),226,72594.8,2
Safe (PyCryptodome),226,3370.6,2
Vulnerable (Naive),226,38610.8,3
Safe (PyCryptodome),226,3875.2,3
Vulnerable (Naive),226,69133.4,4
Safe (PyCryptodome),226,3910.4,4
Vulnerable (Naive),226,31806.2,5
Safe (PyCryptodome),226,2472.8,5
Vulnerable (Naive),226,40310.4,6
Safe (PyCryptodome),226,3137.4,6
Vulnerable (Naive),226,36987.8,7
Safe (PyCryptodome),226,2785.4,7
Vulnerable (Naive),226,44903.6,8
Safe (PyCryptodome),226,7921.4,8
Vulnerable (Naive),226,33214.6,9
Safe (PyCryptodome),226,2502.4,9
Vulnerable (Naive),226,25791.2,10
Safe (PyCryptodome),226,2841.0,10
Vulnerable (Naive),226,24148.6,11
Safe (PyCryptodome),226,3733.8,11
Vulnerable (Naive),226,49320.0,12
Safe (PyCryptodome),226,3646.4,12
Vulnerable (Naive),226,71201.4,13
Safe (PyCryptodome),226,3472.8,13
Vulnerable (Naive),226,65096.8,14
Safe (PyCryptodome),226,3015.6,14
Vulnerable (Naive),226,35903.0,15
Safe (PyCryptodome),226,4612.2,15
Vulnerable (Naive),226,26222.6,16
Safe (PyCryptodome),226,8110.6,16
Vulnerable (Naive),226,34208.4,17
Safe (PyCryptodome),226,4947.0,17
Vulnerable (Naive),226,65758.6,18
Safe (PyCryptodome),226,3642.6,18
Vulnerable (Naive),226,54492.2,19
Safe (PyCryptodome),226,3616.4,19
Vulnerable (Naive),226,35496.8,20
Safe (PyCryptodome),226,3526.6,20
Vulnerable (Naive),226,36752.4,21
Safe (PyCryptodome),226,3222.0,21
Vulnerable (Naive),226,36323.2,22
Safe (PyCryptodome),226,2568.4,22
Vulnerable (Naive),226,34718.0,23
Safe (PyCryptodome),226,10238.6,23
Vulnerable (Naive),226,48984.2,24
Safe (PyCryptodome),226,6131.6,24
Vulnerable (Naive),226,43408.4,25
Safe (PyCryptodome),226,3092.8,25
Vulnerable (Naive),226,29806.2,26
Safe (PyCryptodome),226,2604.8,26
Vulnerable (Naive),226,35693.6,27
Safe (PyCryptodome),226,4112.6,27
Vulnerable (Naive),226,34392.6,28
Safe (PyCryptodome),226,2577.6,28
Vulnerable (Naive),226,55195.8,29
Safe (PyCryptodome),226,2289.8,29
Vulnerable (Naive),226,18870.4,30
Safe (PyCryptodome),226,2246.8,30
Vulnerable (Naive),226,27394.4,31
Safe (PyCryptodome),226,2288.2,31
Vulnerable (Naive),226,59199.8,32
Safe (PyCryptodome),226,2562.8,32
Vulnerable (Naive),226,23506.2,33
Safe (PyCryptodome),226,2201.4,33
Vulnerable (Naive),226,31421.8,34
Safe (PyCryptodome),226,3714.8,34
Vulnerable (Naive),226,56366.2,35
Safe (PyCryptodome),226,3283.4,35
Vulnerable (Naive),226,24040.4,36
Safe (PyCryptodome),226,3531.4,36
Vulnerable (Naive),226,28978.8,37
Safe (PyCryptodome),226,6507.8,37
Vulnerable (Naive),226,47886.6,38
Safe (PyCryptodome),226,2550.2,38
Vulnerable (Naive),226,54910.8,39
Safe (PyCryptodome),226,2301.0,39
Vulnerable (Naive),226,34516.0,40
Safe (PyCryptodome),226,5969.6,40
